HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_00175	320	2.3e-26	1	133	4	145	0.7764705882352941
GT4.hmm	160	CIHDEAIJ_00176	360	2.6e-35	3	153	176	327	0.9375
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_00177	278	4.1e-19	1	168	4	164	0.9823529411764705
CE1.hmm	227	CIHDEAIJ_00186	245	3.8e-20	27	219	30	240	0.8458149779735683
CE4.hmm	130	CIHDEAIJ_00255	386	4.1e-27	5	111	176	282	0.8153846153846154
GT4.hmm	160	CIHDEAIJ_00318	368	3.1e-34	6	157	197	345	0.94375
GH1.hmm	429	CIHDEAIJ_00474	444	2.3e-122	45	428	26	440	0.8927738927738927
GT4.hmm	160	CIHDEAIJ_00481	664	5.3e-30	7	141	213	345	0.8375
GT4.hmm	160	CIHDEAIJ_00483	334	9.5e-22	4	152	157	300	0.925
GH23.hmm	135	CIHDEAIJ_00525	187	3.6e-30	7	124	43	182	0.8666666666666667
CE4.hmm	130	CIHDEAIJ_00557	261	2.9e-19	4	123	95	222	0.9153846153846154
GT14.hmm	250	CIHDEAIJ_00598	229	8.4e-19	132	247	86	198	0.46
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_00599	310	2.6e-16	6	129	11	135	0.7235294117647059
GH73.hmm	128	CIHDEAIJ_00630	885	1e-18	2	126	297	414	0.96875
CE4.hmm	130	CIHDEAIJ_00708	295	2.2e-25	8	119	128	245	0.8538461538461538
GH13_31.hmm	349	CIHDEAIJ_00804	594	5.8e-162	1	349	69	414	0.997134670487106
CBM50.hmm	40	CIHDEAIJ_00809	345	4.9e-17	1	40	204	246	0.975
GT9.hmm	225	CIHDEAIJ_00911	340	7.6e-40	3	213	71	317	0.9333333333333333
GT4.hmm	160	CIHDEAIJ_01008	335	2.1e-19	11	153	152	300	0.8875
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_01009	336	2.4e-40	1	141	8	149	0.8235294117647058
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_01122	215	3.6e-19	2	168	5	153	0.9764705882352941
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_01138	216	3e-17	27	110	3	82	0.48823529411764705
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_01144	89	1.3e-24	1	80	5	82	0.4647058823529412
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_01154	282	3.5e-24	1	167	5	167	0.9764705882352941
GT4.hmm	160	CIHDEAIJ_01185	320	2.2e-29	3	150	108	253	0.91875
GT14.hmm	250	CIHDEAIJ_01220	274	2.5e-42	17	245	1	237	0.912
GT2_Glyco_tranf_2_3.hmm	230	CIHDEAIJ_01231	420	2.1e-31	3	230	51	275	0.9869565217391304
GT2_Glycos_transf_2.hmm	170	CIHDEAIJ_01232	283	2.1e-17	8	131	4	131	0.7235294117647059
GT51.hmm	177	CIHDEAIJ_01238	233	9.6e-61	5	177	43	214	0.9717514124293786
